"# 文本key","文本value"
"string","string"
"e47e6c92d875765aff9468569e85b160","Да. Ты — легенда о кунг-фу, некоронованный владыка Диких Земель. А я..Я — Небесный Святой, друг, который сражался бок о бок с тобой в храме Хуаньмос."
"53744097592d37b882fda587551521e3","И что стало с той битвой?"
"80ea8c8e4c1a19a480d67ec23d75a4e2","Мы потерпели сокрушительное поражение. Оказывается, в храме Хуаньмос была группа мастеров первобытного кунг-фу, а с нашей стороны только мы вдвоём достигли этого уровня. Столкнувшись с таким неравенством, ты был тяжело ранен и впал в кому, а моё тело было уничтожено, остался только мой изначальный дух."
"30b9070a5195ed9ea569ccd69ead7008","А что насчёт корабля? О чем этот корабль?"
"e5209f4a03926dd4a247ce6460e05d63","Это паром. Почтенные используют его, чтобы пожинать плоды мира. Обитатели Диких Земель предлагают свои ценности. Мастеров кунг-фу переправляют в храм Хуаньмос, где их пожирают и ассимилируют, чтобы обеспечить правление Почтенных."
"85510b7a08e306ca087efb9870a588d4","Знают ли они о своей судьбе?"
"2bbabcfd78a2f428bf9bd174ce14871b","Будет ли это иметь значение? Вы видели, на что способны Почтенные. Они вознеслись в Первобытное царство, куда не могут попасть смертные. Они обладают поистине ужасной силой. Тот, кто осмелится бросить им вызов, будет стёрт с лица земли, а вся его семья уничтожена."
"a0c81d8cbea217a43113558d32d3177f","Почему они называют меня Культиватором?"
"0de11805763c81bc0f4a9ecacf9c7738","Ха-ха-ха. Ты возделываешь мир, как фермер. Они промывают мозги тем, кто бросает вызов Хуаньмо, пока те не становятся простыми пешками. Эти пешки наблюдают за миром от их имени, устраняя неопределённость и укрепляя свою власть."
"88bab03e70f2decc5c910468563e61fa","Почему я проснулся на корабле?"
"ee413c5f14839aea25dc869d553dc155","После нашего поражения я скрывался, думая, что у меня больше нет сил противостоять Храму Хуаньмос. Я и не ожидал, что снова увижу тебя здесь, в Диких Землях. К счастью, ты родился с талантом к кунг-фу, и мне не потребовалось много усилий, чтобы вернуть твой изначальный дух и душу. Вот почему ты с лёгкостью освоил все эти навыки кунг-фу. В конце концов, многие из них ты создал сам."
"97b8f2e2664463c9be3887d0a1a78fac","Теперь всё встало на свои места."
"e5dd9d803624d8636f324b7cb4dbe089","..Что ты планируешь делать дальше?"
"62b2fae0a1d519ac15dcfcec1f2f5127","Дело не во мне. Дело в нас обоих! Должны ли мы разрушить храм Хуаньмос и восстановить в этом мире мир и порядок? Или будем прятаться и смотреть, как страдают люди?"
